,DayOfWeek,DayOfMonth,DayOfYear,CULEX ERRATICUS,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,UNSPECIFIED CULEX,MoonPhase,Sunrise,Sunset,USGS04087440,USGS05536105,USGS05536118,USGS05536121,USGS05536123,Tmax_1,Tmin_1,Tavg_1,Depart_1,DewPoint_1,WetBulb_1,Heat_1,Cool_1,Depth_1,Water1_1,SnowFall_1,PrecipTotal_1,StnPressure_1,SeaLevel_1,ResultSpeed_1,ResultDir_1,AvgSpeed_1,Tmax_2,Tmin_2,Tavg_2,Depart_2,DewPoint_2,WetBulb_2,Heat_2,Cool_2,Depth_2,Water1_2,SnowFall_2,PrecipTotal_2,StnPressure_2,SeaLevel_2,ResultSpeed_2,ResultDir_2,AvgSpeed_2,WnvPresent
43,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
44,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
45,1,5,156,0,1,0,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
46,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
47,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
48,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
49,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
50,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
51,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
52,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
53,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
54,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
55,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
56,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
57,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
58,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
59,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
60,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
61,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
62,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
63,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
64,1,5,156,0,1,0,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
65,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
66,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
67,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
68,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
69,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
70,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
71,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
72,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
73,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
74,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
75,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
76,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
77,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
78,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
79,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
80,1,5,156,0,0,0,1,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
81,1,5,156,0,0,1,0,0,0,0,0,18,5.275277777777778,20.36638888888889,0.0,2.73,-2.08,0.0,-2.2,64,47,56,-9,48,51,9, 0,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0.27,29.16,29.78,6.2,3,8.1,0
