# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-05-24 18:48:03 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04087440 LAKE MICHIGAN AT CHICAGO LOCK AT CHICAGO, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 04087440
#    DD parameter statistic   Description
#    01   00065     00003     Gage height, feet (Mean)
#    15   00065     00003     Gage height, feet (Mean), [(In Lock)]
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00065_00003	01_00065_00003_cd
USGS	04087440	2008-03-15	-1.65	A
USGS	04087440	2008-03-16	-1.63	A
USGS	04087440	2008-03-17	-1.68	A
USGS	04087440	2008-03-18	-1.57	A
USGS	04087440	2008-03-19	-1.68	A
USGS	04087440	2008-03-20	-1.82	A
USGS	04087440	2008-03-21	-1.57	A
USGS	04087440	2008-03-22	-1.49	A
USGS	04087440	2008-03-23	-1.63	A
USGS	04087440	2008-03-24	-1.84	A
USGS	04087440	2008-03-25	-2.19	A
USGS	04087440	2008-03-26	-1.92	A
USGS	04087440	2008-03-27	-1.53	A
USGS	04087440	2008-03-28	-1.51	A
USGS	04087440	2008-03-29	-1.66	A
USGS	04087440	2008-03-30	-1.58	A
USGS	04087440	2008-03-31	-1.50	A
USGS	04087440	2008-04-01	-1.50	A
USGS	04087440	2008-04-02	-1.70	A
USGS	04087440	2008-04-03	-1.52	A
USGS	04087440	2008-04-04	-1.47	A
USGS	04087440	2008-04-05	-1.67	A
USGS	04087440	2008-04-06	-1.49	A
USGS	04087440	2008-04-07	-1.51	A
USGS	04087440	2008-04-08	-1.42	A
USGS	04087440	2008-04-09	-1.41	A
USGS	04087440	2008-04-10	-1.18	A
USGS	04087440	2008-04-11	-0.98	A
USGS	04087440	2008-04-12	-0.78	A
USGS	04087440	2008-04-13	-0.84	A
USGS	04087440	2008-04-14	-1.14	A
USGS	04087440	2008-04-15	-1.44	A
USGS	04087440	2008-04-16	-1.58	A
USGS	04087440	2008-04-17	-1.22	A
USGS	04087440	2008-04-18	-1.06	A
USGS	04087440	2008-04-19	-1.02	A
USGS	04087440	2008-04-20	-1.08	A
USGS	04087440	2008-04-21	-1.05	A
USGS	04087440	2008-04-22	-1.08	A
USGS	04087440	2008-04-23	-1.12	A
USGS	04087440	2008-04-24	-1.09	A
USGS	04087440	2008-04-25	-1.08	A
USGS	04087440	2008-04-26	-1.42	A
USGS	04087440	2008-04-27	-1.34	A
USGS	04087440	2008-04-28	-0.86	A
USGS	04087440	2008-04-29	-1.02	A
USGS	04087440	2008-04-30	-1.13	A
USGS	04087440	2008-05-01	-0.87	A
USGS	04087440	2008-05-02	-0.80	A
USGS	04087440	2008-05-03	-0.87	A
USGS	04087440	2008-05-04	-1.12	A
USGS	04087440	2008-05-05	-1.03	A
USGS	04087440	2008-05-06	-0.92	A
USGS	04087440	2008-05-07	-0.87	A
USGS	04087440	2008-05-08	-0.89	A
USGS	04087440	2008-05-09	-0.80	A
USGS	04087440	2008-05-10	-0.87	A
USGS	04087440	2008-05-11	-0.47	A
USGS	04087440	2008-05-12	-0.83	A
USGS	04087440	2008-05-13	-0.94	A
USGS	04087440	2008-05-14	-0.83	A
USGS	04087440	2008-05-15	-0.86	A
USGS	04087440	2008-05-16	-0.93	A
USGS	04087440	2008-05-17	-1.00	A
USGS	04087440	2008-05-18	-0.96	A
USGS	04087440	2008-05-19	-1.05	A
USGS	04087440	2008-05-20	-0.97	A
USGS	04087440	2008-05-21	-1.03	A
USGS	04087440	2008-05-22	-0.95	A
USGS	04087440	2008-05-23	-0.73	A
USGS	04087440	2008-05-24	-0.79	A
USGS	04087440	2008-05-25	-0.89	A
USGS	04087440	2008-05-26	-0.84	A
USGS	04087440	2008-05-27	-0.40	A
USGS	04087440	2008-05-28	-0.70	A
USGS	04087440	2008-05-29	-1.01	A
USGS	04087440	2008-05-30	-1.03	A
USGS	04087440	2008-05-31	-0.98	A
USGS	04087440	2008-06-01	-1.07	A
USGS	04087440	2008-06-02	-0.96	A
USGS	04087440	2008-06-03	-0.78	A
USGS	04087440	2008-06-04	-0.70	A
USGS	04087440	2008-06-05	-0.76	A
USGS	04087440	2008-06-06	-0.98	A
USGS	04087440	2008-06-07	-0.99	A
USGS	04087440	2008-06-08	-0.86	A
USGS	04087440	2008-06-09	-0.82	A
USGS	04087440	2008-06-10	-0.82	A
USGS	04087440	2008-06-11	-0.62	A
USGS	04087440	2008-06-12	-0.49	A
USGS	04087440	2008-06-13	-0.54	A
USGS	04087440	2008-06-14	-0.71	A
USGS	04087440	2008-06-15	-0.67	A
USGS	04087440	2008-06-16	-0.60	A
USGS	04087440	2008-06-17	-0.70	A
USGS	04087440	2008-06-18	-0.57	A
USGS	04087440	2008-06-19	-0.63	A
USGS	04087440	2008-06-20	-0.60	A
USGS	04087440	2008-06-21	-0.58	A
USGS	04087440	2008-06-22	-0.55	A
USGS	04087440	2008-06-23	-0.50	A
USGS	04087440	2008-06-24	-0.57	A
USGS	04087440	2008-06-25	-0.62	A
USGS	04087440	2008-06-26	-0.57	A
USGS	04087440	2008-06-27	-0.52	A
USGS	04087440	2008-06-28	-0.54	A
USGS	04087440	2008-06-29	-0.51	A
USGS	04087440	2008-06-30	-0.51	A
USGS	04087440	2008-07-01	-0.62	A
USGS	04087440	2008-07-02	-0.61	A
USGS	04087440	2008-07-03	-0.27	A
USGS	04087440	2008-07-04	-0.36	A
USGS	04087440	2008-07-05	-0.43	A
USGS	04087440	2008-07-06	-0.52	A
USGS	04087440	2008-07-07	-0.51	A
USGS	04087440	2008-07-08	-0.49	A
USGS	04087440	2008-07-09	-0.51	A
USGS	04087440	2008-07-10	-0.52	A
USGS	04087440	2008-07-11	-0.34	A
USGS	04087440	2008-07-12	-0.46	A
USGS	04087440	2008-07-13	-0.70	A
USGS	04087440	2008-07-14	-0.53	A
USGS	04087440	2008-07-15	-0.53	A
USGS	04087440	2008-07-16	-0.42	A
USGS	04087440	2008-07-17	-0.44	A
USGS	04087440	2008-07-18	-0.42	A
USGS	04087440	2008-07-19	-0.30	A
USGS	04087440	2008-07-20	-0.31	A
USGS	04087440	2008-07-21	-0.25	A
USGS	04087440	2008-07-22	-0.13	A
USGS	04087440	2008-07-23	-0.16	A
USGS	04087440	2008-07-24	-0.31	A
USGS	04087440	2008-07-25	-0.44	A
USGS	04087440	2008-07-26	-0.47	A
USGS	04087440	2008-07-27	-0.46	A
USGS	04087440	2008-07-28	-0.28	A
USGS	04087440	2008-07-29	-0.34	A
USGS	04087440	2008-07-30	-0.35	A
USGS	04087440	2008-07-31	-0.38	A
USGS	04087440	2008-08-01	-0.31	A
USGS	04087440	2008-08-02	-0.22	A
USGS	04087440	2008-08-03	-0.28	A
USGS	04087440	2008-08-04	-0.34	A
USGS	04087440	2008-08-05	-0.29	A
USGS	04087440	2008-08-06	-0.39	A
USGS	04087440	2008-08-07	-0.21	A
USGS	04087440	2008-08-08	-0.33	A
USGS	04087440	2008-08-09	-0.32	A
USGS	04087440	2008-08-10	-0.14	A
USGS	04087440	2008-08-11	-0.18	A
USGS	04087440	2008-08-12	-0.27	A
USGS	04087440	2008-08-13	-0.25	A
USGS	04087440	2008-08-14	-0.11	A
USGS	04087440	2008-08-15	-0.17	A
USGS	04087440	2008-08-16	-0.39	A
USGS	04087440	2008-08-17	-0.45	A
USGS	04087440	2008-08-18	-0.42	A
USGS	04087440	2008-08-19	-0.10	A
USGS	04087440	2008-08-20	-0.21	A
USGS	04087440	2008-08-21	-0.30	A
USGS	04087440	2008-08-22	-0.40	A
USGS	04087440	2008-08-23	-0.52	A
USGS	04087440	2008-08-24	-0.29	A
USGS	04087440	2008-08-25	-0.25	A
USGS	04087440	2008-08-26	-0.28	A
USGS	04087440	2008-08-27	-0.35	A
USGS	04087440	2008-08-28	-0.44	A
USGS	04087440	2008-08-29	-0.41	A
USGS	04087440	2008-08-30	-0.52	A
USGS	04087440	2008-08-31	-0.44	A
USGS	04087440	2008-09-01	-0.48	A
USGS	04087440	2008-09-02	-0.55	A
USGS	04087440	2008-09-03	-0.32	A
USGS	04087440	2008-09-04	-0.08	A
USGS	04087440	2008-09-05	-0.13	A
USGS	04087440	2008-09-06	-0.45	A
USGS	04087440	2008-09-07	-0.51	A
USGS	04087440	2008-09-08	-0.49	A
USGS	04087440	2008-09-09	-0.39	A
USGS	04087440	2008-09-10	-0.46	A
USGS	04087440	2008-09-11	-0.66	A
USGS	04087440	2008-09-12	-0.62	A
USGS	04087440	2008-09-13	-0.66	A
USGS	04087440	2008-09-14	-0.32	A
USGS	04087440	2008-09-15	-0.23	A
USGS	04087440	2008-09-16	-0.55	A
USGS	04087440	2008-09-17	-0.49	A
USGS	04087440	2008-09-18	-0.32	A
USGS	04087440	2008-09-19	-0.59	A
USGS	04087440	2008-09-20	-0.59	A
USGS	04087440	2008-09-21	-0.35	A
USGS	04087440	2008-09-22	-0.38	A
USGS	04087440	2008-09-23	-0.49	A
USGS	04087440	2008-09-24	-0.54	A
USGS	04087440	2008-09-25	-0.43	A
USGS	04087440	2008-09-26	-0.43	A
USGS	04087440	2008-09-27	-0.46	A
USGS	04087440	2008-09-28	-0.32	A
USGS	04087440	2008-09-29	-0.34	A
USGS	04087440	2008-09-30	-0.36	A
USGS	04087440	2008-10-01	-0.23	A
USGS	04087440	2008-10-02	-0.56	A
USGS	04087440	2008-10-03	-0.52	A
USGS	04087440	2008-10-04	-0.53	A
USGS	04087440	2008-10-05	-0.51	A
USGS	04087440	2008-10-06	-0.47	A
USGS	04087440	2008-10-07	-0.55	A
USGS	04087440	2008-10-08	-0.59	A
USGS	04087440	2008-10-09	-0.87	A
USGS	04087440	2008-10-10	-0.71	A
USGS	04087440	2008-10-11	-0.59	A
USGS	04087440	2008-10-12	-0.61	A
USGS	04087440	2008-10-13	-0.80	A
USGS	04087440	2008-10-14	-0.87	A
USGS	04087440	2008-10-15	-0.78	A
USGS	04087440	2008-10-16	-0.71	A
USGS	04087440	2008-10-17	-0.66	A
USGS	04087440	2008-10-18	-0.71	A
USGS	04087440	2008-10-19	-1.22	A
USGS	04087440	2008-10-20	-0.84	A
USGS	04087440	2008-10-21	-0.68	A
USGS	04087440	2008-10-22	-0.69	A
USGS	04087440	2008-10-23	-0.79	A
USGS	04087440	2008-10-24	-0.85	A
USGS	04087440	2008-10-25	-1.21	A
USGS	04087440	2008-10-26	-1.33	A
USGS	04087440	2008-10-27	-0.89	A
USGS	04087440	2008-10-28	-0.94	A
USGS	04087440	2008-10-29	-1.02	A
USGS	04087440	2008-10-30	-1.41	A
USGS	04087440	2008-10-31	-1.30	A
USGS	04087440	2008-11-01	-0.87	A
USGS	04087440	2008-11-02	-1.02	A
USGS	04087440	2008-11-03	-1.05	A
USGS	04087440	2008-11-04	-1.19	A
USGS	04087440	2008-11-05	-1.21	A
USGS	04087440	2008-11-06	-1.09	A
USGS	04087440	2008-11-07	-1.18	A
USGS	04087440	2008-11-08	-1.34	A
USGS	04087440	2008-11-09	-1.27	A
USGS	04087440	2008-11-10	-1.45	A
USGS	04087440	2008-11-11	-1.26	A
USGS	04087440	2008-11-12	-1.21	A
USGS	04087440	2008-11-13	-1.36	A
USGS	04087440	2008-11-14	-1.15	A
USGS	04087440	2008-11-15	-0.89	A
USGS	04087440	2008-11-16	-1.23	A
USGS	04087440	2008-11-17	-1.01	A
USGS	04087440	2008-11-18	-0.97	A
USGS	04087440	2008-11-19	-1.32	A
USGS	04087440	2008-11-20	-0.88	A
USGS	04087440	2008-11-21	-1.07	A
USGS	04087440	2008-11-22	-1.35	A
USGS	04087440	2008-11-23	-1.45	A
USGS	04087440	2008-11-24	-1.18	A
USGS	04087440	2008-11-25	-0.99	A
USGS	04087440	2008-11-26	-1.32	A
USGS	04087440	2008-11-27	-1.43	A
USGS	04087440	2008-11-28	-1.41	A
USGS	04087440	2008-11-29	-1.38	A
USGS	04087440	2008-11-30	-0.76	A
USGS	04087440	2008-12-01	-0.58	A
USGS	04087440	2008-12-02	-1.59	A
USGS	04087440	2008-12-03	-1.45	A
USGS	04087440	2008-12-04	-1.34	A
USGS	04087440	2008-12-05	-1.71	A
USGS	04087440	2008-12-06	-1.52	A
USGS	04087440	2008-12-07	-1.33	A
USGS	04087440	2008-12-08	-1.25	A
USGS	04087440	2008-12-09	-0.65	A
USGS	04087440	2008-12-10	-0.94	A
USGS	04087440	2008-12-11	-1.34	A
USGS	04087440	2008-12-12	-1.32	A
USGS	04087440	2008-12-13	-1.90	A
USGS	04087440	2008-12-14	-1.72	A
USGS	04087440	2008-12-15	-1.71	A
USGS	04087440	2008-12-16	-1.49	A
USGS	04087440	2008-12-17	-1.32	A
USGS	04087440	2008-12-18	-1.34	A
USGS	04087440	2008-12-19	-0.71	A
USGS	04087440	2008-12-20	-0.96	A
USGS	04087440	2008-12-21	-1.32	A
USGS	04087440	2008-12-22	-1.39	A
USGS	04087440	2008-12-23	-1.68	A
USGS	04087440	2008-12-24	-1.36	A
USGS	04087440	2008-12-25	-1.43	A
USGS	04087440	2008-12-26	-1.39	A
USGS	04087440	2008-12-27	-1.24	A
USGS	04087440	2008-12-28	-1.61	A
USGS	04087440	2008-12-29	-1.49	A
USGS	04087440	2008-12-30	-1.23	A
USGS	04087440	2008-12-31	-0.95	A
USGS	04087440	2009-01-01	-1.49	A
USGS	04087440	2009-01-02	-1.24	A
USGS	04087440	2009-01-03	-1.08	A
USGS	04087440	2009-01-04	-0.91	A
USGS	04087440	2009-01-05	-1.30	A
USGS	04087440	2009-01-06	-1.19	A
USGS	04087440	2009-01-07	-0.99	A
USGS	04087440	2009-01-08	-1.08	A
USGS	04087440	2009-01-09	-1.01	A
USGS	04087440	2009-01-10	-0.74	A
USGS	04087440	2009-01-11	-1.02	A
USGS	04087440	2009-01-12	-1.15	A
USGS	04087440	2009-01-13	-0.83	A
USGS	04087440	2009-01-14	-0.86	A
USGS	04087440	2009-01-15	-0.98	A
USGS	04087440	2009-01-16	-1.33	A
USGS	04087440	2009-01-17	-1.54	A
USGS	04087440	2009-01-18	-0.93	A
USGS	04087440	2009-01-19	-0.80	A
USGS	04087440	2009-01-20	-0.86	A
USGS	04087440	2009-01-21	-1.30	A
USGS	04087440	2009-01-22	-1.20	A
USGS	04087440	2009-01-23	-0.98	A
USGS	04087440	2009-01-24	-1.16	A
USGS	04087440	2009-01-25	-1.30	A
USGS	04087440	2009-01-26	-1.22	A
USGS	04087440	2009-01-27	-1.13	A
USGS	04087440	2009-01-28	-1.11	A
USGS	04087440	2009-01-29	-1.32	A
USGS	04087440	2009-01-30	-1.20	A
USGS	04087440	2009-01-31	-1.55	A
USGS	04087440	2009-02-01	-1.39	A
USGS	04087440	2009-02-02	-1.32	A
USGS	04087440	2009-02-03	-0.63	A
USGS	04087440	2009-02-04	-0.85	A
USGS	04087440	2009-02-05	-1.46	A
USGS	04087440	2009-02-06	-1.25	A
USGS	04087440	2009-02-07	-1.34	A
USGS	04087440	2009-02-08	-1.25	A
USGS	04087440	2009-02-09	-1.17	A
USGS	04087440	2009-02-10	-1.26	A
USGS	04087440	2009-02-11	-0.99	A
USGS	04087440	2009-02-12	-1.25	A
USGS	04087440	2009-02-13	-0.99	A
USGS	04087440	2009-02-14	-0.89	A
USGS	04087440	2009-02-15	-0.89	A
USGS	04087440	2009-02-16	-1.07	A
USGS	04087440	2009-02-17	-1.26	A
USGS	04087440	2009-02-18	-0.76	A
USGS	04087440	2009-02-19	-0.93	A
USGS	04087440	2009-02-20	-1.17	A
USGS	04087440	2009-02-21	-0.98	A
USGS	04087440	2009-02-22	-0.78	A
USGS	04087440	2009-02-23	-0.89	A
USGS	04087440	2009-02-24	-1.12	A
USGS	04087440	2009-02-25	-1.05	A
USGS	04087440	2009-02-26	-0.79	A
USGS	04087440	2009-02-27	-0.15	A
USGS	04087440	2009-02-28	-0.56	A
USGS	04087440	2009-03-01	-0.35	A
USGS	04087440	2009-03-02	-0.59	A
USGS	04087440	2009-03-03	-0.88	A
USGS	04087440	2009-03-04	-0.97	A
USGS	04087440	2009-03-05	-0.96	A
USGS	04087440	2009-03-06	-0.93	A
USGS	04087440	2009-03-07	-0.84	A
USGS	04087440	2009-03-08	-0.46	A
USGS	04087440	2009-03-09	-0.62	A
USGS	04087440	2009-03-10	-0.70	A
USGS	04087440	2009-03-11	-0.94	A
USGS	04087440	2009-03-12	-0.79	A
USGS	04087440	2009-03-13	-0.82	A
USGS	04087440	2009-03-14	-0.87	A
USGS	04087440	2009-03-15	-0.73	A
USGS	04087440	2009-03-16	-0.67	A
USGS	04087440	2009-03-17	-0.83	A
USGS	04087440	2009-03-18	-0.80	A
USGS	04087440	2009-03-19	-0.65	A
USGS	04087440	2009-03-20	-0.69	A
USGS	04087440	2009-03-21	-0.73	A
USGS	04087440	2009-03-22	-0.54	A
USGS	04087440	2009-03-23	-0.51	A
USGS	04087440	2009-03-24	-0.40	A
USGS	04087440	2009-03-25	-0.44	A
USGS	04087440	2009-03-26	-0.71	A
USGS	04087440	2009-03-27	-0.60	A
USGS	04087440	2009-03-28	-0.26	A
USGS	04087440	2009-03-29	-0.14	A
USGS	04087440	2009-03-30	-0.58	A
USGS	04087440	2009-03-31	-0.50	A
USGS	04087440	2009-04-01	-0.61	A
USGS	04087440	2009-04-02	-0.51	A
USGS	04087440	2009-04-03	-0.33	A
USGS	04087440	2009-04-04	-0.75	A
USGS	04087440	2009-04-05	-0.20	A
USGS	04087440	2009-04-06	-0.01	A
USGS	04087440	2009-04-07	-0.52	A
USGS	04087440	2009-04-08	-0.71	A
USGS	04087440	2009-04-09	-0.54	A
USGS	04087440	2009-04-10	-0.11	A
USGS	04087440	2009-04-11	-0.26	A
USGS	04087440	2009-04-12	-0.31	A
USGS	04087440	2009-04-13	-0.11	A
USGS	04087440	2009-04-14	-0.10	A
USGS	04087440	2009-04-15	-0.29	A
USGS	04087440	2009-04-16	-0.35	A
USGS	04087440	2009-04-17	-0.51	A
USGS	04087440	2009-04-18	-0.53	A
USGS	04087440	2009-04-19	-0.11	A
USGS	04087440	2009-04-20	-0.06	A
USGS	04087440	2009-04-21	-0.20	A
USGS	04087440	2009-04-22	-0.37	A
USGS	04087440	2009-04-23	-0.41	A
USGS	04087440	2009-04-24	-0.34	A
USGS	04087440	2009-04-25	-0.28	A
USGS	04087440	2009-04-26	-0.02	A
USGS	04087440	2009-04-27	-0.11	A
USGS	04087440	2009-04-28	-0.01	A
USGS	04087440	2009-04-29	0.08	A
USGS	04087440	2009-04-30	0.04	A
USGS	04087440	2009-05-01	-0.21	A
USGS	04087440	2009-05-02	-0.20	A
USGS	04087440	2009-05-03	-0.08	A
USGS	04087440	2009-05-04	0.02	A
USGS	04087440	2009-05-05	0.04	A
USGS	04087440	2009-05-06	-0.04	A
USGS	04087440	2009-05-07	-0.10	A
USGS	04087440	2009-05-08	-0.07	A
