# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-05-24 18:04:07 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05536121 CHICAGO RIVER AT CHICAGO LOCK AT CHICAGO, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05536121
#    DD parameter statistic   Description
#    02   00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00065_00003	02_00065_00003_cd
USGS	05536121	2008-03-03	-2.70	A
USGS	05536121	2008-03-04	-2.35	A
USGS	05536121	2008-03-05	-2.15	A
USGS	05536121	2008-03-06	-2.37	A
USGS	05536121	2008-03-07	-2.22	A
USGS	05536121	2008-03-08	-2.22	A
USGS	05536121	2008-03-09	-2.41	A
USGS	05536121	2008-03-10	-2.59	A
USGS	05536121	2008-03-11	-2.49	A
USGS	05536121	2008-03-12	-2.46	A
USGS	05536121	2008-03-13	-2.14	A
USGS	05536121	2008-03-14	-2.49	A
USGS	05536121	2008-03-15	-2.05	A
USGS	05536121	2008-03-16	-2.43	A
USGS	05536121	2008-03-17	-2.56	A
USGS	05536121	2008-03-18	-2.50	A
USGS	05536121	2008-03-19	-2.18	A
USGS	05536121	2008-03-20	-2.33	A
USGS	05536121	2008-03-21	-2.30	A
USGS	05536121	2008-03-22	-1.97	A
USGS	05536121	2008-03-23	-2.37	A
USGS	05536121	2008-03-24	-2.10	A
USGS	05536121	2008-03-25	-2.60	A
USGS	05536121	2008-03-26	-2.38	A
USGS	05536121	2008-03-27	-2.25	A
USGS	05536121	2008-03-28	-2.05	A
USGS	05536121	2008-03-29	-2.35	A
USGS	05536121	2008-03-30	-2.17	A
USGS	05536121	2008-03-31	-2.12	A
USGS	05536121	2008-04-01	-2.18	A
USGS	05536121	2008-04-02	-2.06	A
USGS	05536121	2008-04-03	-2.34	A
USGS	05536121	2008-04-04	-2.43	A
USGS	05536121	2008-04-05	-2.07	A
USGS	05536121	2008-04-06	-2.15	A
USGS	05536121	2008-04-07	-2.25	A
USGS	05536121	2008-04-08	-2.59	A
USGS	05536121	2008-04-09	-2.41	A
USGS	05536121	2008-04-10	-2.75	A
USGS	05536121	2008-04-11	-2.30	A
USGS	05536121	2008-04-12	-2.33	A
USGS	05536121	2008-04-13	-2.44	A
USGS	05536121	2008-04-14	-1.93	A
USGS	05536121	2008-04-15	-2.14	A
USGS	05536121	2008-04-16	-2.19	A
USGS	05536121	2008-04-17	-2.12	A
USGS	05536121	2008-04-18	-2.05	A
USGS	05536121	2008-04-19	-2.15	A
USGS	05536121	2008-04-20	-2.04	A
USGS	05536121	2008-04-21	-2.02	A
USGS	05536121	2008-04-22	-1.96	A
USGS	05536121	2008-04-23	-2.05	A
USGS	05536121	2008-04-24	-2.43	A
USGS	05536121	2008-04-25	-2.18	A
USGS	05536121	2008-04-26	-2.26	A
USGS	05536121	2008-04-27	-2.39	A
USGS	05536121	2008-04-28	-2.05	A
USGS	05536121	2008-04-29	-2.10	A
USGS	05536121	2008-04-30	-2.18	A
USGS	05536121	2008-05-01	-1.93	A
USGS	05536121	2008-05-02	-2.22	A
USGS	05536121	2008-05-03	-2.23	A
USGS	05536121	2008-05-04	-2.18	A
USGS	05536121	2008-05-05	-1.95	A
USGS	05536121	2008-05-06	-1.98	A
USGS	05536121	2008-05-07	-2.13	A
USGS	05536121	2008-05-08	-2.08	A
USGS	05536121	2008-05-09	-2.03	A
USGS	05536121	2008-05-10	-2.00	A
USGS	05536121	2008-05-11	-2.58	A
USGS	05536121	2008-05-12	-2.23	A
USGS	05536121	2008-05-13	-2.15	A
USGS	05536121	2008-05-14	-2.26	A
USGS	05536121	2008-05-15	-1.93	A
USGS	05536121	2008-05-16	-2.00	A
USGS	05536121	2008-05-17	-2.39	A
USGS	05536121	2008-05-18	-2.01	A
USGS	05536121	2008-05-19	-2.21	A
USGS	05536121	2008-05-20	-2.12	A
USGS	05536121	2008-05-21	-1.97	A
USGS	05536121	2008-05-22	-2.13	A
USGS	05536121	2008-05-23	-2.01	A
USGS	05536121	2008-05-24	-2.04	A
USGS	05536121	2008-05-25	-2.06	A
USGS	05536121	2008-05-26	-2.58	A
USGS	05536121	2008-05-27	-2.26	A
USGS	05536121	2008-05-28	-2.19	A
USGS	05536121	2008-05-29	-2.35	A
USGS	05536121	2008-05-30	-2.39	A
USGS	05536121	2008-05-31	-1.95	A
USGS	05536121	2008-06-01	-2.15	A
USGS	05536121	2008-06-02	-2.13	A
USGS	05536121	2008-06-03	-2.41	A
USGS	05536121	2008-06-04	-1.90	A
USGS	05536121	2008-06-05	-2.06	A
USGS	05536121	2008-06-06	-2.10	A
USGS	05536121	2008-06-07	-2.21	A
USGS	05536121	2008-06-08	-2.36	A
USGS	05536121	2008-06-09	-2.48	A
USGS	05536121	2008-06-10	-2.21	A
USGS	05536121	2008-06-11	-1.85	A
USGS	05536121	2008-06-12	-2.09	A
USGS	05536121	2008-06-13	-2.51	A
USGS	05536121	2008-06-14	-1.91	A
USGS	05536121	2008-06-15	-2.01	A
USGS	05536121	2008-06-16	-2.13	A
USGS	05536121	2008-06-17	-2.01	A
USGS	05536121	2008-06-18	-2.14	A
USGS	05536121	2008-06-19	-2.17	A
USGS	05536121	2008-06-20	-2.13	A
USGS	05536121	2008-06-21	-2.16	A
USGS	05536121	2008-06-22	-2.20	A
USGS	05536121	2008-06-23	-2.13	A
USGS	05536121	2008-06-24	-2.08	A
USGS	05536121	2008-06-25	-2.23	A
USGS	05536121	2008-06-26	-2.35	A
USGS	05536121	2008-06-27	-2.26	A
USGS	05536121	2008-06-28	-2.11	A
USGS	05536121	2008-06-29	-2.14	A
USGS	05536121	2008-06-30	-2.17	A
USGS	05536121	2008-07-01	-2.04	A
USGS	05536121	2008-07-02	-2.29	A
USGS	05536121	2008-07-03	-2.24	A
USGS	05536121	2008-07-04	-2.06	A
USGS	05536121	2008-07-05	-2.27	A
USGS	05536121	2008-07-06	-2.09	A
USGS	05536121	2008-07-07	-2.16	A
USGS	05536121	2008-07-08	-2.30	A
USGS	05536121	2008-07-09	-2.12	A
USGS	05536121	2008-07-10	-2.17	A
USGS	05536121	2008-07-11	-2.55	A
USGS	05536121	2008-07-12	-2.18	A
USGS	05536121	2008-07-13	-1.97	A
USGS	05536121	2008-07-14	-2.25	A
USGS	05536121	2008-07-15	-2.02	A
USGS	05536121	2008-07-16	-2.03	A
USGS	05536121	2008-07-17	-2.17	A
USGS	05536121	2008-07-18	-2.44	A
USGS	05536121	2008-07-19	-2.45	A
USGS	05536121	2008-07-20	-2.02	A
USGS	05536121	2008-07-21	-2.14	A
USGS	05536121	2008-07-22	-1.85	A
USGS	05536121	2008-07-23	-2.38	A
USGS	05536121	2008-07-24	-2.19	A
USGS	05536121	2008-07-25	-2.27	A
USGS	05536121	2008-07-26	-2.21	A
USGS	05536121	2008-07-27	-2.09	A
USGS	05536121	2008-07-28	-2.01	A
USGS	05536121	2008-07-29	-2.39	A
USGS	05536121	2008-07-30	-2.23	A
USGS	05536121	2008-07-31	-2.18	A
USGS	05536121	2008-08-01	-2.17	A
USGS	05536121	2008-08-02	-2.32	A
USGS	05536121	2008-08-03	-2.12	A
USGS	05536121	2008-08-04	-2.12	A
USGS	05536121	2008-08-05	-1.51	A
USGS	05536121	2008-08-06	-2.32	A
USGS	05536121	2008-08-07	-2.26	A
USGS	05536121	2008-08-08	-1.98	A
USGS	05536121	2008-08-09	-2.37	A
USGS	05536121	2008-08-10	-2.53	A
USGS	05536121	2008-08-11	-2.40	A
USGS	05536121	2008-08-12	-2.40	A
USGS	05536121	2008-08-13	-2.67	A
USGS	05536121	2008-08-14	-2.29	A
USGS	05536121	2008-08-15	-2.28	A
USGS	05536121	2008-08-16	-2.42	A
USGS	05536121	2008-08-17	-2.33	A
USGS	05536121	2008-08-18	-2.56	A
USGS	05536121	2008-08-19	-2.38	A
USGS	05536121	2008-08-20	-2.41	A
USGS	05536121	2008-08-21	-2.82	A
USGS	05536121	2008-08-22	-2.75	A
USGS	05536121	2008-08-23	-2.62	A
USGS	05536121	2008-08-24	-2.46	A
USGS	05536121	2008-08-25	-2.52	A
USGS	05536121	2008-08-26	-2.50	A
USGS	05536121	2008-08-27	-2.14	A
USGS	05536121	2008-08-28	-2.51	A
USGS	05536121	2008-08-29	-2.29	A
USGS	05536121	2008-08-30	-2.19	A
USGS	05536121	2008-08-31	-2.07	A
USGS	05536121	2008-09-01	-2.20	A
USGS	05536121	2008-09-02	-2.16	A
USGS	05536121	2008-09-03	-2.57	A
USGS	05536121	2008-09-04	-1.78	A
USGS	05536121	2008-09-05	-1.84	A
USGS	05536121	2008-09-06	-2.09	A
USGS	05536121	2008-09-07	-2.37	A
USGS	05536121	2008-09-08	-2.35	A
USGS	05536121	2008-09-09	-2.34	A
USGS	05536121	2008-09-10	-2.19	A
USGS	05536121	2008-09-11	-2.21	A
USGS	05536121	2008-09-12	-2.58	A
USGS	05536121	2008-09-13	0.84	A
USGS	05536121	2008-09-14	1.04	A
USGS	05536121	2008-09-15	0.29	A
USGS	05536121	2008-09-16	-1.51	A
USGS	05536121	2008-09-17	-2.17	A
USGS	05536121	2008-09-18	-2.18	A
USGS	05536121	2008-09-19	-2.23	A
USGS	05536121	2008-09-20	-2.32	A
USGS	05536121	2008-09-21	-2.26	A
USGS	05536121	2008-09-22	-2.23	A
USGS	05536121	2008-09-23	-1.88	A
USGS	05536121	2008-09-24	-1.96	A
USGS	05536121	2008-09-25	-2.18	A
USGS	05536121	2008-09-26	-1.88	A
USGS	05536121	2008-09-27	-1.92	A
USGS	05536121	2008-09-28	-1.85	A
USGS	05536121	2008-09-29	-2.17	A
USGS	05536121	2008-09-30	-1.94	A
USGS	05536121	2008-10-01	-2.39	A
USGS	05536121	2008-10-02	-2.37	A
USGS	05536121	2008-10-03	-2.38	A
USGS	05536121	2008-10-04	-2.05	A
USGS	05536121	2008-10-05	-2.39	A
USGS	05536121	2008-10-06	-2.53	A
USGS	05536121	2008-10-07	-2.32	A
USGS	05536121	2008-10-08	-2.65	A
USGS	05536121	2008-10-09	-2.06	A
USGS	05536121	2008-10-10	-2.10	A
USGS	05536121	2008-10-11	-2.08	A
USGS	05536121	2008-10-12	-2.27	A
USGS	05536121	2008-10-13	-2.33	A
USGS	05536121	2008-10-14	-2.10	A
USGS	05536121	2008-10-15	-2.44	A
USGS	05536121	2008-10-16	-2.37	A
USGS	05536121	2008-10-17	-1.97	A
USGS	05536121	2008-10-18	-2.42	A
USGS	05536121	2008-10-19	-2.28	A
USGS	05536121	2008-10-20	-1.99	A
USGS	05536121	2008-10-21	-2.37	A
USGS	05536121	2008-10-22	-2.29	A
USGS	05536121	2008-10-23	-2.14	A
USGS	05536121	2008-10-24	-2.28	A
USGS	05536121	2008-10-25	-1.99	A
USGS	05536121	2008-10-26	-2.45	A
USGS	05536121	2008-10-27	-2.19	A
USGS	05536121	2008-10-28	-2.33	A
USGS	05536121	2008-10-29	-2.12	A
USGS	05536121	2008-10-30	-2.30	A
USGS	05536121	2008-10-31	-2.11	A
USGS	05536121	2008-11-01	-2.34	A
USGS	05536121	2008-11-02	-2.13	A
USGS	05536121	2008-11-03	-2.10	A
USGS	05536121	2008-11-04	-2.21	A
USGS	05536121	2008-11-05	-2.28	A
USGS	05536121	2008-11-06	-2.19	A
USGS	05536121	2008-11-07	-2.25	A
USGS	05536121	2008-11-08	-2.45	A
USGS	05536121	2008-11-09	-2.56	A
USGS	05536121	2008-11-10	-2.33	A
USGS	05536121	2008-11-11	-2.54	A
USGS	05536121	2008-11-12	-2.24	A
USGS	05536121	2008-11-13	-2.10	A
USGS	05536121	2008-11-14	-2.27	A
USGS	05536121	2008-11-15	-2.24	A
USGS	05536121	2008-11-16	-2.25	A
USGS	05536121	2008-11-17	-1.99	A
USGS	05536121	2008-11-18	-2.17	A
USGS	05536121	2008-11-19	-2.48	A
USGS	05536121	2008-11-20	-2.26	A
USGS	05536121	2008-11-21	-2.17	A
USGS	05536121	2008-11-22	-2.02	A
USGS	05536121	2008-11-23	-2.05	A
USGS	05536121	2008-11-24	-2.32	A
USGS	05536121	2008-11-25	-2.06	A
USGS	05536121	2008-11-26	-2.21	A
USGS	05536121	2008-11-27	-2.14	A
USGS	05536121	2008-11-28	-2.30	A
USGS	05536121	2008-11-29	-2.47	A
USGS	05536121	2008-11-30	-2.28	A
USGS	05536121	2008-12-01	-2.12	A
USGS	05536121	2008-12-02	-2.19	A
USGS	05536121	2008-12-03	-2.08	A
USGS	05536121	2008-12-04	-2.08	A
USGS	05536121	2008-12-05	-2.13	A
USGS	05536121	2008-12-06	-2.29	A
USGS	05536121	2008-12-07	-2.39	A
USGS	05536121	2008-12-08	-2.08	A
USGS	05536121	2008-12-09	-2.27	A
USGS	05536121	2008-12-10	-1.96	A
USGS	05536121	2008-12-11		
USGS	05536121	2008-12-12	-2.10	A
USGS	05536121	2008-12-13	-2.34	A
USGS	05536121	2008-12-14	-2.00	A
USGS	05536121	2008-12-15	-2.79	A
USGS	05536121	2008-12-16	-2.11	A
USGS	05536121	2008-12-17	-2.36	A
USGS	05536121	2008-12-18	-2.20	A
USGS	05536121	2008-12-19	-2.31	A
USGS	05536121	2008-12-20	-2.21	A
USGS	05536121	2008-12-21	-2.12	A
USGS	05536121	2008-12-22	-2.24	A
USGS	05536121	2008-12-23	-2.36	A
USGS	05536121	2008-12-24	-2.29	A
USGS	05536121	2008-12-25	-2.31	A
USGS	05536121	2008-12-26	-2.57	A
USGS	05536121	2008-12-27	1.19	A
USGS	05536121	2008-12-28	1.19	A
USGS	05536121	2008-12-29	-1.73	A
USGS	05536121	2008-12-30	-2.24	A
USGS	05536121	2008-12-31	-2.26	A
USGS	05536121	2009-01-01	-1.93	A
USGS	05536121	2009-01-02	-2.43	A
USGS	05536121	2009-01-03	-1.85	A
USGS	05536121	2009-01-04	-2.48	A
USGS	05536121	2009-01-05	-1.93	A
USGS	05536121	2009-01-06	-2.12	A
USGS	05536121	2009-01-07	-2.00	A
USGS	05536121	2009-01-08	-2.20	A
USGS	05536121	2009-01-09	-2.26	A
USGS	05536121	2009-01-10	-2.13	A
USGS	05536121	2009-01-11	-2.37	A
USGS	05536121	2009-01-12	-2.05	A
USGS	05536121	2009-01-13	-1.96	A
USGS	05536121	2009-01-14	-2.29	A
USGS	05536121	2009-01-15	-1.77	A
USGS	05536121	2009-01-16	-2.11	A
USGS	05536121	2009-01-17	-2.29	A
USGS	05536121	2009-01-18	-2.04	A
USGS	05536121	2009-01-19	-1.98	A
USGS	05536121	2009-01-20	-2.21	A
USGS	05536121	2009-01-21	-1.86	A
USGS	05536121	2009-01-22	-1.95	A
USGS	05536121	2009-01-23	-1.94	A
USGS	05536121	2009-01-24	-1.89	A
USGS	05536121	2009-01-25	-1.98	A
USGS	05536121	2009-01-26	-1.98	A
USGS	05536121	2009-01-27	-1.83	A
USGS	05536121	2009-01-28	-1.96	A
USGS	05536121	2009-01-29	-2.14	A
USGS	05536121	2009-01-30	-1.98	A
USGS	05536121	2009-01-31	-2.01	A
USGS	05536121	2009-02-01	-2.23	A
USGS	05536121	2009-02-02	-1.90	A
USGS	05536121	2009-02-03	-1.91	A
USGS	05536121	2009-02-04	-2.02	A
USGS	05536121	2009-02-05	-2.00	A
USGS	05536121	2009-02-06	-2.16	A
USGS	05536121	2009-02-07	-1.77	A
USGS	05536121	2009-02-08	-2.18	A
USGS	05536121	2009-02-09	-2.06	A
USGS	05536121	2009-02-10	-2.24	A
USGS	05536121	2009-02-11	-2.99	A
USGS	05536121	2009-02-12	-2.29	A
USGS	05536121	2009-02-13	-2.35	A
USGS	05536121	2009-02-14	-2.06	A
USGS	05536121	2009-02-15	-2.17	A
USGS	05536121	2009-02-16	-2.17	A
USGS	05536121	2009-02-17	-1.98	A
USGS	05536121	2009-02-18	-1.99	A
USGS	05536121	2009-02-19	-2.23	A
USGS	05536121	2009-02-20	-1.98	A
USGS	05536121	2009-02-21	-1.99	A
USGS	05536121	2009-02-22	-2.31	A
USGS	05536121	2009-02-23	-2.00	A
USGS	05536121	2009-02-24	-1.99	A
USGS	05536121	2009-02-25	-2.01	A
USGS	05536121	2009-02-26	-2.51	A
USGS	05536121	2009-02-27	-1.28	A
USGS	05536121	2009-02-28	-1.73	A
USGS	05536121	2009-03-01	-2.17	A
USGS	05536121	2009-03-02	-2.46	A
USGS	05536121	2009-03-03	-1.91	A
USGS	05536121	2009-03-04	-2.16	A
USGS	05536121	2009-03-05	-2.26	A
USGS	05536121	2009-03-06	-2.32	A
USGS	05536121	2009-03-07	-3.39	A
USGS	05536121	2009-03-08	0.54	A
USGS	05536121	2009-03-09	-0.35	A
USGS	05536121	2009-03-10	-1.39	A
USGS	05536121	2009-03-11	-2.25	A
USGS	05536121	2009-03-12	-2.08	A
USGS	05536121	2009-03-13	-2.01	A
USGS	05536121	2009-03-14	-1.69	A
USGS	05536121	2009-03-15	-1.98	A
USGS	05536121	2009-03-16	-1.96	A
USGS	05536121	2009-03-17	-2.54	A
USGS	05536121	2009-03-18	-1.98	A
USGS	05536121	2009-03-19	-2.10	A
USGS	05536121	2009-03-20	-2.00	A
USGS	05536121	2009-03-21	-1.85	A
USGS	05536121	2009-03-22	-2.04	A
USGS	05536121	2009-03-23	-2.11	A
USGS	05536121	2009-03-24	-2.20	A
USGS	05536121	2009-03-25	-2.48	A
USGS	05536121	2009-03-26	-2.04	A
USGS	05536121	2009-03-27	-2.01	A
USGS	05536121	2009-03-28	-2.18	A
USGS	05536121	2009-03-29	-2.54	A
USGS	05536121	2009-03-30	-1.81	A
USGS	05536121	2009-03-31	-1.97	A
USGS	05536121	2009-04-01	-2.15	A
USGS	05536121	2009-04-02	-2.22	A
USGS	05536121	2009-04-03	-2.26	A
USGS	05536121	2009-04-04	-1.94	A
USGS	05536121	2009-04-05	-2.70	A
USGS	05536121	2009-04-06	-2.04	A
USGS	05536121	2009-04-07	-2.38	A
USGS	05536121	2009-04-08	-2.01	A
USGS	05536121	2009-04-09	-2.20	A
USGS	05536121	2009-04-10	-2.33	A
USGS	05536121	2009-04-11	-1.89	A
USGS	05536121	2009-04-12	-2.05	A
USGS	05536121	2009-04-13	-2.45	A
USGS	05536121	2009-04-14	-2.31	A
USGS	05536121	2009-04-15	-1.98	A
USGS	05536121	2009-04-16	-2.13	A
USGS	05536121	2009-04-17	-1.98	A
USGS	05536121	2009-04-18	-2.36	A
USGS	05536121	2009-04-19	-2.48	A
USGS	05536121	2009-04-20	-2.23	A
USGS	05536121	2009-04-21	-1.66	A
USGS	05536121	2009-04-22	-2.22	A
USGS	05536121	2009-04-23	-2.27	A
USGS	05536121	2009-04-24	-2.00	A
USGS	05536121	2009-04-25	-2.36	A
USGS	05536121	2009-04-26	-2.56	A
USGS	05536121	2009-04-27	-2.49	A
USGS	05536121	2009-04-28	-2.65	A
USGS	05536121	2009-04-29	-1.63	A
USGS	05536121	2009-04-30	-2.61	A
USGS	05536121	2009-05-01	-1.71	A
USGS	05536121	2009-05-02	-2.05	A
USGS	05536121	2009-05-03	-1.80	A
USGS	05536121	2009-05-04	-2.05	A
USGS	05536121	2009-05-05	-2.32	A
USGS	05536121	2009-05-06	-1.90	A
USGS	05536121	2009-05-07	-2.62	A
USGS	05536121	2009-05-08	-1.79	A
USGS	05536121	2009-05-09	-2.53	A
USGS	05536121	2009-05-10	-2.01	A
USGS	05536121	2009-05-11	-2.13	A
USGS	05536121	2009-05-12	-2.07	A
