# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-05-24 18:06:21 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05536123 CHICAGO RIVER AT COLUMBUS DRIVE AT CHICAGO, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05536123
#    DD parameter statistic   Description
#    35   00065     00003     Gage height, feet (Mean)
#    48   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	35_00065_00003	35_00065_00003_cd
USGS	05536123	2007-07-16	-2.07	A
USGS	05536123	2007-07-17	-2.43	A
USGS	05536123	2007-07-18	-2.04	A
USGS	05536123	2007-07-19	-2.27	A
USGS	05536123	2007-07-20	-2.05	A
USGS	05536123	2007-07-21	-2.07	A
USGS	05536123	2007-07-22	-2.10	A
USGS	05536123	2007-07-23	-2.12	A
USGS	05536123	2007-07-24	-2.22	A
USGS	05536123	2007-07-25	-2.06	A
USGS	05536123	2007-07-26	-2.17	A
USGS	05536123	2007-07-27	-2.44	A
USGS	05536123	2007-07-28	-1.94	A
USGS	05536123	2007-07-29	-2.08	A
USGS	05536123	2007-07-30	-2.14	A
USGS	05536123	2007-07-31	-2.02	A
USGS	05536123	2007-08-01	-2.04	A
USGS	05536123	2007-08-02	-2.18	A
USGS	05536123	2007-08-03	-2.02	A
USGS	05536123	2007-08-04	-2.23	A
USGS	05536123	2007-08-05	-2.50	A
USGS	05536123	2007-08-06	-2.01	A
USGS	05536123	2007-08-07	-2.60	A
USGS	05536123	2007-08-08	-2.33	A
USGS	05536123	2007-08-09	-2.30	A
USGS	05536123	2007-08-10	-1.90	A
USGS	05536123	2007-08-11	-2.08	A
USGS	05536123	2007-08-12	-2.19	A
USGS	05536123	2007-08-13	-2.03	A
USGS	05536123	2007-08-14	-2.18	A
USGS	05536123	2007-08-15	-2.33	A
USGS	05536123	2007-08-16	-2.09	A
USGS	05536123	2007-08-17	-2.22	A
USGS	05536123	2007-08-18	-2.41	A
USGS	05536123	2007-08-19	-2.69	A
USGS	05536123	2007-08-20	-2.32	A
USGS	05536123	2007-08-21	-2.44	A
USGS	05536123	2007-08-22	-2.12	A
USGS	05536123	2007-08-23	-1.12	A
USGS	05536123	2007-08-24	0.49	A
USGS	05536123	2007-08-25	-2.29	A
USGS	05536123	2007-08-26	-1.93	A
USGS	05536123	2007-08-27	-2.18	A
USGS	05536123	2007-08-28	-2.08	A
USGS	05536123	2007-08-29	-2.18	A
USGS	05536123	2007-08-30	-2.04	A
USGS	05536123	2007-08-31	-2.21	A
USGS	05536123	2007-09-01	-2.10	A
USGS	05536123	2007-09-02	-1.94	A
USGS	05536123	2007-09-03	-2.22	A
USGS	05536123	2007-09-04	-1.93	A
USGS	05536123	2007-09-05	-2.11	A
USGS	05536123	2007-09-06	-2.24	A
USGS	05536123	2007-09-07	-2.21	A
USGS	05536123	2007-09-08	-2.06	A
USGS	05536123	2007-09-09	-2.26	A
USGS	05536123	2007-09-10	-2.24	A
USGS	05536123	2007-09-11	-2.22	A
USGS	05536123	2007-09-12	-2.08	A
USGS	05536123	2007-09-13	-1.97	A
USGS	05536123	2007-09-14	-1.93	A
USGS	05536123	2007-09-15	-2.01	A
USGS	05536123	2007-09-16	-2.18	A
USGS	05536123	2007-09-17	-2.24	A
USGS	05536123	2007-09-18	-2.16	A
USGS	05536123	2007-09-19	-2.13	A
USGS	05536123	2007-09-20	-2.15	A
USGS	05536123	2007-09-21	-2.08	A
USGS	05536123	2007-09-22	-2.26	A
USGS	05536123	2007-09-23	-2.25	A
USGS	05536123	2007-09-24	-2.19	A
USGS	05536123	2007-09-25	-2.39	A
USGS	05536123	2007-09-26	-2.27	A
USGS	05536123	2007-09-27	-2.18	A
USGS	05536123	2007-09-28	-2.28	A
USGS	05536123	2007-09-29	-2.20	A
USGS	05536123	2007-09-30	-2.18	A
USGS	05536123	2007-10-01	-2.25	A
USGS	05536123	2007-10-02	-2.23	A
USGS	05536123	2007-10-03	-2.42	A
USGS	05536123	2007-10-04	-2.59	A
USGS	05536123	2007-10-05	-2.36	A
USGS	05536123	2007-10-06	-2.21	A
USGS	05536123	2007-10-07	-2.42	A
USGS	05536123	2007-10-08	-2.22	A
USGS	05536123	2007-10-09	-2.33	A
USGS	05536123	2007-10-10	-2.32	A
USGS	05536123	2007-10-11	-2.17	A
USGS	05536123	2007-10-12	-2.21	A
USGS	05536123	2007-10-13	-2.25	A
USGS	05536123	2007-10-14	-2.40	A
USGS	05536123	2007-10-15	-2.31	A
USGS	05536123	2007-10-16	-2.54	A
USGS	05536123	2007-10-17	-2.41	A
USGS	05536123	2007-10-18	-2.74	A
USGS	05536123	2007-10-19	-2.31	A
USGS	05536123	2007-10-20	-2.46	A
USGS	05536123	2007-10-21	-2.55	A
USGS	05536123	2007-10-22	-2.44	A
USGS	05536123	2007-10-23	-2.45	A
USGS	05536123	2007-10-24	-2.30	A
USGS	05536123	2007-10-25	-2.38	A
USGS	05536123	2007-10-26	-2.33	A
USGS	05536123	2007-10-27	-2.21	A
USGS	05536123	2007-10-28	-2.44	A
USGS	05536123	2007-10-29	-2.32	A
USGS	05536123	2007-10-30	-2.41	A
USGS	05536123	2007-10-31	-2.57	A
USGS	05536123	2007-11-01	-2.68	A
USGS	05536123	2007-11-02	-2.47	A
USGS	05536123	2007-11-03	-2.29	A
USGS	05536123	2007-11-04	-2.45	A
USGS	05536123	2007-11-05	-2.41	A
USGS	05536123	2007-11-06	-2.42	A
USGS	05536123	2007-11-07	-2.35	A
USGS	05536123	2007-11-08	-2.56	A
USGS	05536123	2007-11-09	-2.47	A
USGS	05536123	2007-11-10	-2.21	A
USGS	05536123	2007-11-11	-2.56	A
USGS	05536123	2007-11-12	-2.46	A
USGS	05536123	2007-11-13	-2.48	A
USGS	05536123	2007-11-14	-2.70	A
USGS	05536123	2007-11-15	-2.60	A
USGS	05536123	2007-11-16	-2.65	A
USGS	05536123	2007-11-17	-2.51	A
USGS	05536123	2007-11-18	-2.17	A
USGS	05536123	2007-11-19	-2.63	A
USGS	05536123	2007-11-20	-2.60	A
USGS	05536123	2007-11-21	-2.59	A
USGS	05536123	2007-11-22	-2.19	A
USGS	05536123	2007-11-23	-2.64	A
USGS	05536123	2007-11-24	-2.66	A
USGS	05536123	2007-11-25	-2.70	A
USGS	05536123	2007-11-26	-2.55	A
USGS	05536123	2007-11-27	-2.81	A
USGS	05536123	2007-11-28	-2.95	A
USGS	05536123	2007-11-29	-2.88	A
USGS	05536123	2007-11-30	-3.02	A
USGS	05536123	2007-12-01	-2.80	A
USGS	05536123	2007-12-02	-2.59	A
USGS	05536123	2007-12-03	-2.36	A
USGS	05536123	2007-12-04	-2.74	A
USGS	05536123	2007-12-05	-2.40	A
USGS	05536123	2007-12-06	-2.62	A
USGS	05536123	2007-12-07	-2.61	A
USGS	05536123	2007-12-08	-2.62	A
USGS	05536123	2007-12-09	-2.75	A
USGS	05536123	2007-12-10	-2.72	A
USGS	05536123	2007-12-11	-2.52	A
USGS	05536123	2007-12-12	-2.77	A
USGS	05536123	2007-12-13	-2.48	A
USGS	05536123	2007-12-14	-3.05	A
USGS	05536123	2007-12-15	-2.93	A
USGS	05536123	2007-12-16	-2.26	A
USGS	05536123	2007-12-17	-2.76	A
USGS	05536123	2007-12-18	-2.88	A
USGS	05536123	2007-12-19	-2.68	A
USGS	05536123	2007-12-20	-2.58	A
USGS	05536123	2007-12-21	-2.66	A
USGS	05536123	2007-12-22	-2.38	A
USGS	05536123	2007-12-23	-2.67	A
USGS	05536123	2007-12-24	-2.96	A
USGS	05536123	2007-12-25	-2.90	A
USGS	05536123	2007-12-26	-2.94	A
USGS	05536123	2007-12-27	-2.78	A
USGS	05536123	2007-12-28	-2.66	A
USGS	05536123	2007-12-29	-2.53	A
USGS	05536123	2007-12-30	-3.00	A
USGS	05536123	2007-12-31	-2.59	A
USGS	05536123	2008-01-01	-2.40	A
USGS	05536123	2008-01-02	-2.50	A
USGS	05536123	2008-01-03	-2.82	A
USGS	05536123	2008-01-04	-2.69	A
USGS	05536123	2008-01-05	-2.58	A
USGS	05536123	2008-01-06	-2.59	A
USGS	05536123	2008-01-07	-2.64	A
USGS	05536123	2008-01-08	-1.96	A
USGS	05536123	2008-01-09	-2.86	A
USGS	05536123	2008-01-10	-3.25	A
USGS	05536123	2008-01-11	-2.47	A
USGS	05536123	2008-01-12	-2.29	A
USGS	05536123	2008-01-13	-2.43	A
USGS	05536123	2008-01-14	-2.56	A
USGS	05536123	2008-01-15	-2.41	A
USGS	05536123	2008-01-16	-2.72	A
USGS	05536123	2008-01-17	-2.51	A
USGS	05536123	2008-01-18	-2.79	A
USGS	05536123	2008-01-19	-2.70	A
USGS	05536123	2008-01-20	-2.68	A
USGS	05536123	2008-01-21	-2.76	A
USGS	05536123	2008-01-22	-2.64	A
USGS	05536123	2008-01-23	-2.80	A
USGS	05536123	2008-01-24	-2.54	A
USGS	05536123	2008-01-25	-2.54	A
USGS	05536123	2008-01-26	-2.61	A
USGS	05536123	2008-01-27	-2.57	A
USGS	05536123	2008-01-28	-2.58	A
USGS	05536123	2008-01-29	-2.63	A
USGS	05536123	2008-01-30	-2.76	A
USGS	05536123	2008-01-31	-2.95	A
USGS	05536123	2008-02-01	-2.49	A
USGS	05536123	2008-02-02	-2.41	A
USGS	05536123	2008-02-03	-2.67	A
USGS	05536123	2008-02-04	-2.36	A
USGS	05536123	2008-02-05	-2.30	A
USGS	05536123	2008-02-06	-2.26	A
USGS	05536123	2008-02-07	-2.14	A
USGS	05536123	2008-02-08	-2.55	A
USGS	05536123	2008-02-09	-2.56	A
USGS	05536123	2008-02-10	-2.76	A
USGS	05536123	2008-02-11	-2.86	A
USGS	05536123	2008-02-12	-2.43	A
USGS	05536123	2008-02-13	-2.17	A
USGS	05536123	2008-02-14	-2.69	A
USGS	05536123	2008-02-15	-2.72	A
USGS	05536123	2008-02-16	-2.79	A
USGS	05536123	2008-02-17	-2.27	A
USGS	05536123	2008-02-18	-2.83	A
USGS	05536123	2008-02-19	-2.26	A
USGS	05536123	2008-02-20	-2.44	A
USGS	05536123	2008-02-21	-2.21	A
USGS	05536123	2008-02-22	-2.53	A
USGS	05536123	2008-02-23	-2.44	A
USGS	05536123	2008-02-24	-2.18	A
USGS	05536123	2008-02-25	-2.59	A
USGS	05536123	2008-02-26	-2.63	A
USGS	05536123	2008-02-27	-2.27	A
USGS	05536123	2008-02-28	-2.13	A
USGS	05536123	2008-02-29	-2.48	A
USGS	05536123	2008-03-01	-2.43	A
USGS	05536123	2008-03-02	-2.23	A
USGS	05536123	2008-03-03	-2.71	A
USGS	05536123	2008-03-04	-2.36	A
USGS	05536123	2008-03-05	-2.16	A
USGS	05536123	2008-03-06	-2.38	A
USGS	05536123	2008-03-07	-2.25	A
USGS	05536123	2008-03-08	-2.24	A
USGS	05536123	2008-03-09	-2.41	A
USGS	05536123	2008-03-10	-2.59	A
USGS	05536123	2008-03-11	-2.53	A
USGS	05536123	2008-03-12	-2.49	A
USGS	05536123	2008-03-13	-2.17	A
USGS	05536123	2008-03-14	-2.52	A
USGS	05536123	2008-03-15	-2.07	A
USGS	05536123	2008-03-16	-2.47	A
USGS	05536123	2008-03-17	-2.58	A
USGS	05536123	2008-03-18	-2.51	A
USGS	05536123	2008-03-19	-2.22	A
USGS	05536123	2008-03-20	-2.36	A
USGS	05536123	2008-03-21	-2.33	A
USGS	05536123	2008-03-22	-2.00	A
USGS	05536123	2008-03-23	-2.40	A
USGS	05536123	2008-03-24	-2.12	A
USGS	05536123	2008-03-25	-2.62	A
USGS	05536123	2008-03-26	-2.40	A
USGS	05536123	2008-03-27	-2.25	A
USGS	05536123	2008-03-28	-2.05	A
USGS	05536123	2008-03-29	-2.36	A
USGS	05536123	2008-03-30	-2.19	A
USGS	05536123	2008-03-31	-2.12	A
USGS	05536123	2008-04-01	-2.19	A
USGS	05536123	2008-04-02	-2.07	A
USGS	05536123	2008-04-03	-2.35	A
USGS	05536123	2008-04-04	-2.45	A
USGS	05536123	2008-04-05	-2.09	A
USGS	05536123	2008-04-06	-2.17	A
USGS	05536123	2008-04-07	-2.27	A
USGS	05536123	2008-04-08	-2.61	A
USGS	05536123	2008-04-09	-2.43	A
USGS	05536123	2008-04-10	-2.78	A
USGS	05536123	2008-04-11	-2.31	A
USGS	05536123	2008-04-12	-2.36	A
USGS	05536123	2008-04-13	-2.48	A
USGS	05536123	2008-04-14	-1.98	A
USGS	05536123	2008-04-15	-2.18	A
USGS	05536123	2008-04-16	-2.23	A
USGS	05536123	2008-04-17	-2.16	A
USGS	05536123	2008-04-18	-2.09	A
USGS	05536123	2008-04-19	-2.18	A
USGS	05536123	2008-04-20	-2.06	A
USGS	05536123	2008-04-21	-2.05	A
USGS	05536123	2008-04-22	-1.97	A
USGS	05536123	2008-04-23	-2.07	A
USGS	05536123	2008-04-24	-2.46	A
USGS	05536123	2008-04-25	-2.20	A
USGS	05536123	2008-04-26	-2.28	A
USGS	05536123	2008-04-27	-2.41	A
USGS	05536123	2008-04-28	-2.07	A
USGS	05536123	2008-04-29	-2.12	A
USGS	05536123	2008-04-30	-2.21	A
USGS	05536123	2008-05-01	-1.96	A
USGS	05536123	2008-05-02	-2.25	A
USGS	05536123	2008-05-03	-2.25	A
USGS	05536123	2008-05-04	-2.21	A
USGS	05536123	2008-05-05	-1.97	A
USGS	05536123	2008-05-06	-2.01	A
USGS	05536123	2008-05-07	-2.16	A
USGS	05536123	2008-05-08	-2.10	A
USGS	05536123	2008-05-09	-2.05	A
USGS	05536123	2008-05-10	-2.03	A
USGS	05536123	2008-05-11	-2.61	A
USGS	05536123	2008-05-12	-2.25	A
USGS	05536123	2008-05-13	-2.18	A
USGS	05536123	2008-05-14	-2.29	A
USGS	05536123	2008-05-15	-1.95	A
USGS	05536123	2008-05-16	-2.01	A
USGS	05536123	2008-05-17	-2.40	A
USGS	05536123	2008-05-18	-2.02	A
USGS	05536123	2008-05-19	-2.22	A
USGS	05536123	2008-05-20	-2.13	A
USGS	05536123	2008-05-21	-1.97	A
USGS	05536123	2008-05-22	-2.13	A
USGS	05536123	2008-05-23	-2.00	A
USGS	05536123	2008-05-24	-2.04	A
USGS	05536123	2008-05-25	-2.06	A
USGS	05536123	2008-05-26	-2.56	A
USGS	05536123	2008-05-27	-2.25	A
USGS	05536123	2008-05-28	-2.18	A
USGS	05536123	2008-05-29	-2.34	A
USGS	05536123	2008-05-30	-2.37	A
USGS	05536123	2008-05-31	-1.95	A
USGS	05536123	2008-06-01	-2.15	A
USGS	05536123	2008-06-02	-2.13	A
USGS	05536123	2008-06-03	-2.40	A
USGS	05536123	2008-06-04	-1.88	A
USGS	05536123	2008-06-05	-2.04	A
USGS	05536123	2008-06-06	-2.08	A
USGS	05536123	2008-06-07	-2.18	A
USGS	05536123	2008-06-08	-2.33	A
USGS	05536123	2008-06-09	-2.45	A
USGS	05536123	2008-06-10	-2.18	A
USGS	05536123	2008-06-11	-1.83	A
USGS	05536123	2008-06-12	-2.07	A
USGS	05536123	2008-06-13	-2.48	A
USGS	05536123	2008-06-14	-1.89	A
USGS	05536123	2008-06-15	-1.99	A
USGS	05536123	2008-06-16	-2.11	A
USGS	05536123	2008-06-17	-1.99	A
USGS	05536123	2008-06-18	-2.12	A
USGS	05536123	2008-06-19	-2.15	A
USGS	05536123	2008-06-20	-2.10	A
USGS	05536123	2008-06-21	-2.13	A
USGS	05536123	2008-06-22	-2.15	A
USGS	05536123	2008-06-23	-2.09	A
USGS	05536123	2008-06-24	-2.04	A
USGS	05536123	2008-06-25	-2.19	A
USGS	05536123	2008-06-26	-2.32	A
USGS	05536123	2008-06-27	-2.22	A
USGS	05536123	2008-06-28	-2.07	A
USGS	05536123	2008-06-29	-2.10	A
USGS	05536123	2008-06-30	-2.13	A
USGS	05536123	2008-07-01	-1.99	A
USGS	05536123	2008-07-02	-2.24	A
USGS	05536123	2008-07-03	-2.19	A
USGS	05536123	2008-07-04	-2.00	A
USGS	05536123	2008-07-05	-2.22	A
USGS	05536123	2008-07-06	-2.04	A
USGS	05536123	2008-07-07	-2.11	A
USGS	05536123	2008-07-08	-2.25	A
USGS	05536123	2008-07-09	-2.06	A
USGS	05536123	2008-07-10	-2.11	A
USGS	05536123	2008-07-11	-2.48	A
USGS	05536123	2008-07-12	-2.11	A
USGS	05536123	2008-07-13	-1.92	A
USGS	05536123	2008-07-14	-2.19	A
USGS	05536123	2008-07-15	-1.97	A
USGS	05536123	2008-07-16	-1.97	A
USGS	05536123	2008-07-17	-2.12	A
USGS	05536123	2008-07-18	-2.38	A
USGS	05536123	2008-07-19	-2.39	A
USGS	05536123	2008-07-20	-1.95	A
USGS	05536123	2008-07-21	-2.08	A
USGS	05536123	2008-07-22	-1.79	A
USGS	05536123	2008-07-23	-2.31	A
USGS	05536123	2008-07-24	-2.13	A
USGS	05536123	2008-07-25	-2.20	A
USGS	05536123	2008-07-26	-2.14	A
USGS	05536123	2008-07-27	-2.03	A
USGS	05536123	2008-07-28	-1.93	A
USGS	05536123	2008-07-29	-2.32	A
USGS	05536123	2008-07-30	-2.15	A
USGS	05536123	2008-07-31	-2.10	A
USGS	05536123	2008-08-01	-2.08	A
USGS	05536123	2008-08-02	-2.23	A
USGS	05536123	2008-08-03	-2.04	A
USGS	05536123	2008-08-04	-2.01	A
USGS	05536123	2008-08-05	-1.45	A
USGS	05536123	2008-08-06	-2.23	A
USGS	05536123	2008-08-07	-2.18	A
USGS	05536123	2008-08-08	-1.91	A
USGS	05536123	2008-08-09	-2.29	A
USGS	05536123	2008-08-10	-2.45	A
USGS	05536123	2008-08-11	-2.31	A
USGS	05536123	2008-08-12	-2.32	A
USGS	05536123	2008-08-13	-2.59	A
USGS	05536123	2008-08-14	-2.20	A
USGS	05536123	2008-08-15	-2.19	A
USGS	05536123	2008-08-16	-2.33	A
USGS	05536123	2008-08-17	-2.25	A
USGS	05536123	2008-08-18	-2.47	A
USGS	05536123	2008-08-19	-2.29	A
USGS	05536123	2008-08-20	-2.32	A
USGS	05536123	2008-08-21	-2.72	A
USGS	05536123	2008-08-22	-2.65	A
USGS	05536123	2008-08-23	-2.53	A
USGS	05536123	2008-08-24	-2.36	A
USGS	05536123	2008-08-25	-2.41	A
USGS	05536123	2008-08-26	-2.40	A
USGS	05536123	2008-08-27	-2.05	A
USGS	05536123	2008-08-28	-2.42	A
USGS	05536123	2008-08-29	-2.21	A
USGS	05536123	2008-08-30	-2.11	A
USGS	05536123	2008-08-31	-1.99	A
USGS	05536123	2008-09-01	-2.12	A
USGS	05536123	2008-09-02	-2.09	A
USGS	05536123	2008-09-03	-2.50	A
USGS	05536123	2008-09-04	-1.68	A
USGS	05536123	2008-09-05	-1.80	A
USGS	05536123	2008-09-06	-2.02	A
USGS	05536123	2008-09-07	-2.32	A
USGS	05536123	2008-09-08	-2.30	A
USGS	05536123	2008-09-09	-2.29	A
USGS	05536123	2008-09-10	-2.15	A
USGS	05536123	2008-09-11	-2.18	A
USGS	05536123	2008-09-12	-2.55	A
USGS	05536123	2008-09-13	0.90	A
USGS	05536123	2008-09-14	1.07	A
USGS	05536123	2008-09-15	0.33	A
USGS	05536123	2008-09-16	-1.48	A
USGS	05536123	2008-09-17	-2.15	A
USGS	05536123	2008-09-18	-2.15	A
USGS	05536123	2008-09-19	-2.22	A
USGS	05536123	2008-09-20	-2.30	A
USGS	05536123	2008-09-21	-2.24	A
USGS	05536123	2008-09-22	-2.21	A
USGS	05536123	2008-09-23	-1.87	A
USGS	05536123	2008-09-24	-1.96	A
USGS	05536123	2008-09-25	-2.17	A
USGS	05536123	2008-09-26	-1.87	A
USGS	05536123	2008-09-27	-1.92	A
USGS	05536123	2008-09-28	-1.84	A
USGS	05536123	2008-09-29	-2.16	A
USGS	05536123	2008-09-30	-1.94	A
USGS	05536123	2008-10-01	-2.38	A
USGS	05536123	2008-10-02	-2.35	A
USGS	05536123	2008-10-03	-2.36	A
USGS	05536123	2008-10-04	-2.04	A
USGS	05536123	2008-10-05	-2.37	A
USGS	05536123	2008-10-06	-2.50	A
USGS	05536123	2008-10-07	-2.29	A
USGS	05536123	2008-10-08	-2.62	A
USGS	05536123	2008-10-09	-2.04	A
USGS	05536123	2008-10-10	-2.09	A
USGS	05536123	2008-10-11	-2.05	A
USGS	05536123	2008-10-12	-2.25	A
USGS	05536123	2008-10-13	-2.32	A
USGS	05536123	2008-10-14	-2.07	A
USGS	05536123	2008-10-15	-2.42	A
USGS	05536123	2008-10-16	-2.35	A
USGS	05536123	2008-10-17	-1.95	A
USGS	05536123	2008-10-18	-2.39	A
USGS	05536123	2008-10-19	-2.24	A
USGS	05536123	2008-10-20	-1.94	A
USGS	05536123	2008-10-21	-2.33	A
USGS	05536123	2008-10-22	-2.26	A
USGS	05536123	2008-10-23	-2.11	A
USGS	05536123	2008-10-24	-2.27	A
USGS	05536123	2008-10-25	-1.98	A
USGS	05536123	2008-10-26	-2.43	A
USGS	05536123	2008-10-27	-2.17	A
USGS	05536123	2008-10-28	-2.32	A
USGS	05536123	2008-10-29	-2.11	A
USGS	05536123	2008-10-30	-2.27	A
USGS	05536123	2008-10-31	-2.11	A
USGS	05536123	2008-11-01	-2.32	A
USGS	05536123	2008-11-02	-2.13	A
USGS	05536123	2008-11-03	-2.09	A
USGS	05536123	2008-11-04	-2.19	A
USGS	05536123	2008-11-05	-2.27	A
USGS	05536123	2008-11-06	-2.19	A
USGS	05536123	2008-11-07	-2.23	A
USGS	05536123	2008-11-08	-2.44	A
USGS	05536123	2008-11-09	-2.55	A
USGS	05536123	2008-11-10	-2.34	A
USGS	05536123	2008-11-11	-2.55	A
USGS	05536123	2008-11-12	-2.24	A
USGS	05536123	2008-11-13	-2.10	A
USGS	05536123	2008-11-14	-2.27	A
USGS	05536123	2008-11-15	-2.24	A
USGS	05536123	2008-11-16	-2.25	A
USGS	05536123	2008-11-17	-2.00	A
USGS	05536123	2008-11-18	-2.19	A
USGS	05536123	2008-11-19	-2.50	A
USGS	05536123	2008-11-20	-2.28	A
USGS	05536123	2008-11-21	-2.20	A
USGS	05536123	2008-11-22	-2.04	A
USGS	05536123	2008-11-23	-2.08	A
USGS	05536123	2008-11-24	-2.35	A
USGS	05536123	2008-11-25	-2.08	A
USGS	05536123	2008-11-26	-2.23	A
USGS	05536123	2008-11-27	-2.16	A
USGS	05536123	2008-11-28	-2.31	A
USGS	05536123	2008-11-29	-2.48	A
USGS	05536123	2008-11-30	-2.28	A
USGS	05536123	2008-12-01	-2.14	A
USGS	05536123	2008-12-02	-2.19	A
USGS	05536123	2008-12-03	-2.09	A
USGS	05536123	2008-12-04	-2.09	A
USGS	05536123	2008-12-05	-2.15	A
USGS	05536123	2008-12-06	-2.31	A
USGS	05536123	2008-12-07	-2.42	A
USGS	05536123	2008-12-08	-2.11	A
