,Latitude,Longitude,Elevation
118,41.957799,-87.930995,204.1087036132812
119,41.925198,-87.746381,186.5198364257812
120,41.973845,-87.805059,197.0594787597656
121,41.743402,-87.731435,188.9049987792969
122,41.728495,-87.600963,182.1740417480469
123,41.947227,-87.671457,182.4299926757812
124,41.793818,-87.654234,180.5321807861328
125,41.753411,-87.639817,184.0347747802734
126,41.904194,-87.756155,185.8957824707031
127,41.951866,-87.725057,182.4944000244141
128,41.912563,-87.668055,182.2404479980469
129,41.763733,-87.742302,188.9140014648438
130,41.98728,-87.666066,180.2958374023438
131,41.776428,-87.627096,182.8347473144531
132,42.009876,-87.807277,194.3909149169922
133,41.994679,-87.770899,187.8083190917969
134,41.738903,-87.695443,190.4678039550781
135,41.753391,-87.707394,188.8140106201172
136,41.71914,-87.669539,199.0934295654297
137,41.925652,-87.63359,179.0472869873047
138,41.690423,-87.656929,187.905029296875
139,41.868533,-87.661638,180.6139984130859
140,41.675876,-87.651515,186.1156005859375
141,41.731929,-87.54854,178.5479125976562
142,41.738583,-87.567726,179.2053527832031
143,41.646541,-87.543762,178.7071228027344
144,41.95477,-87.73089,184.1647033691406
145,41.933652,-87.738416,185.1104125976562
146,41.94828,-87.74134,186.3294372558594
147,41.965571,-87.781978,189.5140533447266
148,41.951878,-87.789234,194.7410430908203
149,41.942285,-87.761726,187.9140014648438
150,41.777689,-87.749149,187.4337005615234
